,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
"(0, 50]",late,liabi,recognized_losses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7006556,44.56624754,82.40820394,119.97722114,158.5537594,199.38225387,242.60027144,288.13630527,331.99028556,370.48576585,406.27190431,440.43468551,473.27166648,505.89899393,535.88740844,566.31874996,596.20518281,624.96951805,652.163444,677.88196733,702.21409496,725.24320003,747.04737013,767.69973782,787.26879373,805.81868214,823.40947982,840.09745837,856.12769363,871.52145454,886.2996942,900.48301841,914.09165863,927.14544911,939.66380777,951.66572046,963.16972831,974.19391782,984.75591355,994.87287298,1004.56148343,1013.83796081,1022.71804996,1031.21702648,1039.34969977,1047.13041731,1054.5730698,1061.69109732,1068.49749607,1075.00482595,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327,1079.74634327
"(0, 50]",main,asset,balance,0.0,0.51234292,8.50857395,16.01427998,22.66206687,24.7730442,26.9813065,29.08652228,42.22514242,52.93691457,61.12965557,67.46475331,72.40959334,68.50965272,65.17990117,61.87523814,59.14584143,56.33326301,53.79117037,51.13725742,48.47713647,45.87902092,43.39832732,41.02941872,38.54888168,35.75785544,33.15716177,30.73215543,28.46943402,26.37257438,24.40550034,22.56077824,20.8123334,19.15506335,17.58413512,16.09497107,14.6832354,13.34482145,12.07583961,10.87260589,9.73163103,8.64961031,7.62341378,6.65007702,5.72679245,4.85090102,4.01988439,3.2313575,2.48306151,1.77285718,1.0987185,0.45872674,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 50]",main,asset,cash,-19.4,-28.63049819,-31.66490842,-44.1804738,-96.77545043,-141.03607218,-183.96968767,-225.87649594,-269.29194894,-313.30036775,-357.79228149,-398.2948286,-431.4462323,-460.18398463,-487.53075192,-513.88255999,-540.41064494,-564.22575188,-589.11132463,-613.56969558,-637.03513811,-659.06972624,-679.80289388,-699.35897557,-717.8297527,-735.31258728,-751.90214534,-767.68882378,-782.72087517,-797.04255862,-810.69984556,-823.95473854,-836.78900876,-849.20893101,-861.2212015,-872.83289866,-884.7936136,-895.63851073,-906.11710185,-916.24069035,-926.02049347,-935.46761033,-944.59300035,-953.40746162,-961.92161451,-970.14588756,-978.09050559,-985.76547971,-993.18059909,-1000.3454244,-1007.26928258,-1013.96423538,-1020.4126682,-1024.81393612,-1023.92307784,-1023.59389182,-1023.37941286,-1023.28470598,-1023.28320047,-1023.28263833,-1023.28274919,-1023.28331553,-1023.2841384,-1023.28505536,-1023.28601685,-1023.28697785,-1023.28793838,-1023.28889842,-1023.28985799,-1023.29081708,-1023.29177568,-1023.29273381,-1023.29369145,-1023.29464862,-1023.29560531,-1023.29656152,-1023.29751726,-1023.29847251,-1023.29942729,-1023.30038159,-1023.30133542,-1023.30228876,-1023.30324163,-1023.30419403,-1023.30514594,-1023.30609738,-1023.30704835,-1023.30799884,-1023.30894885,-1023.30989839,-1023.31084746,-1023.31179605,-1023.31274417,-1023.31369181,-1023.31463898,-1023.31558567,-1023.31653189,-1023.31747764,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885,-1025.20802885
"(0, 50]",main,asset,curr_receivables,0.0,176.40331477,223.28338482,220.42381563,240.02105683,249.53735176,262.75423213,260.19475125,269.10609677,275.56696054,279.53484334,281.06981908,280.51209161,266.79810338,252.39359024,238.10030438,225.14865286,212.53373012,200.47739288,189.0139978,178.11056225,167.74771421,157.90931103,148.62252022,139.81741922,131.45668771,122.83002185,114.61665161,106.85770541,99.54906278,92.60359155,85.99701343,79.70954494,73.72371398,68.02304558,62.59263,57.42242923,52.49853582,47.80960694,43.34319895,39.08790237,35.03288905,31.16802915,27.48370042,23.97076273,20.62053387,17.42476661,14.37562682,11.46567282,8.68783561,6.03540025,3.50198803,1.51258468,0.94277078,0.62227403,0.41610472,0.27473176,0.17662874,0.1081248,0.0593197,0.02697865,0.00941701,0.00283024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 50]",main,asset,deposit,0.0,5e-08,7e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 50]",main,asset,future_receivables,0.0,62.00007417,101.57474349,119.31306244,137.17760061,150.2632884,162.04886394,167.59270785,173.71998195,178.1813915,180.52869003,181.80599113,181.79143174,177.13505902,170.45261278,162.65707341,154.65169972,146.45351558,138.31577865,130.34744424,122.65020648,115.30447495,108.3685776,101.83113163,95.68265836,89.88934605,84.16741768,78.64386316,73.36414022,68.3428926,63.56098127,59.0061268,54.66676446,50.53329389,46.59785872,42.8535196,39.29008563,35.89864963,32.66965677,29.59460611,26.66558715,23.87524069,21.21657545,18.68294971,16.26805377,13.96589339,11.77077394,9.67728544,7.68028829,5.77489977,3.95648115,2.22062549,0.7076868,-0.23496644,-0.85681185,-1.27228011,-1.54623836,-1.72200566,-1.8292154,-1.88759084,-1.9136122,-1.92206769,-1.92393548,-1.92297352,-1.92201203,-1.92105102,-1.9200905,-1.91913045,-1.91817089,-1.9172118,-1.9162532,-1.91529507,-1.91433742,-1.91338025,-1.91242356,-1.91146735,-1.91051162,-1.90955636,-1.90860158,-1.90764728,-1.90669346,-1.90574011,-1.90478724,-1.90383485,-1.90288293,-1.90193149,-1.90098053,-1.90003003,-1.89908002,-1.89813048,-1.89718141,-1.89623282,-1.89528471,-1.89433707,-1.8933899,-1.8924432,-1.89149698,-1.89055123,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"(0, 50]",main,asset,future_receivables_next,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"(0, 50]",main,asset,pre_loss,0.0,0.0,0.0,5.46224882,51.27335324,90.81766687,129.62767494,164.25859241,165.59024766,171.50432272,180.07587002,185.33517439,182.17723025,174.00618347,161.99606798,150.4745487,144.38990698,138.07307121,134.24065432,131.1235102,127.01522885,123.89548942,118.80866074,112.87201595,106.76748483,101.03061389,95.63812258,90.56817628,85.80031123,81.31536044,77.095381,73.34711242,70.00116561,67.01346278,64.34364174,61.76243276,59.26829809,56.85959352,54.53458519,52.2914648,50.12836343,48.04336406,46.03451281,44.09982916,42.23731508,40.44496321,38.72076422,37.06271335,35.46881622,33.93709397,32.46558783,31.05236306,29.69551244,26.67467882,18.6781224,11.55030274,4.83335099,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 50]",main,liabi,curr_payables,0.0,-167.65889113,-212.17367278,-209.0131875,-226.96707247,-235.94675671,-248.37690896,-245.807089,-252.67115882,-257.54828995,-260.36506047,-261.05817858,-259.9257905,-247.37837927,-234.03146687,-220.7655979,-208.69153025,-196.95070579,-185.70516781,-175.04007315,-164.91051749,-155.28975928,-146.15580334,-137.53715082,-129.39509068,-121.7197155,-113.77196382,-106.19526917,-99.0328062,-92.28092551,-85.86144976,-79.75186179,-73.93648001,-68.39914154,-63.1246113,-58.09914388,-53.3137401,-48.75554726,-44.41419329,-40.27818188,-36.33699555,-32.58065208,-28.99982153,-25.58564036,-22.32968806,-19.22396503,-16.26087144,-13.43318727,-10.7340533,-8.15695302,-5.6956955,-3.3443991,-1.48853458,-0.92778072,-0.61237987,-0.40948865,-0.27036352,-0.17382034,-0.10640562,-0.05837652,-0.02654969,-0.00926728,-0.00278524,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"(0, 50]",main,liabi,debt,0.0,-1.3e-07,-8.50857413,-16.01428016,-22.66206751,-24.77304525,-26.98130794,-29.08652406,-42.22514424,-52.93691646,-61.12965756,-67.46475536,-72.40959537,-68.50965465,-65.17990297,-61.8752398,-59.14584303,-56.33326453,-53.79117185,-51.13725886,-48.47713786,-45.87902227,-43.39832861,-41.02941994,-38.54888284,-35.75785654,-33.1571628,-30.73215641,-28.46943494,-26.37257525,-24.40550116,-22.56077902,-20.81233414,-19.15506405,-17.58413579,-16.09497171,-14.68323601,-13.34482204,-12.07584018,-10.87260642,-9.73163154,-8.64961079,-7.62341424,-6.65007746,-5.72679287,-4.85090142,-4.01988477,-3.23135786,-2.48306186,-1.7728575,-1.09871881,-0.45872703,-2.8e-07,-2.5e-07,-1.7e-07,-1e-07,-3e-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 50]",main,liabi,future_payables,0.0,-62.00007417,-101.57474349,-119.31306244,-137.17760061,-150.2632884,-162.1299289,-167.75761109,-173.97178863,-178.52233344,-180.95994148,-182.32819104,-182.40457284,-177.83681196,-171.23963466,-163.52546451,-155.59745535,-147.4725346,-139.40399015,-131.50086207,-123.86498009,-116.57692964,-109.69524369,-103.20873875,-97.10813074,-91.35978559,-85.67996197,-80.19574906,-74.95272655,-69.96566746,-65.21555253,-60.69021587,-56.37820059,-52.2700093,-48.35788472,-44.63498308,-41.09120398,-37.71772628,-34.50507642,-31.44483047,-28.52915098,-25.7507481,-23.10269646,-20.57841686,-18.17165903,-15.87648509,-13.68725397,-11.59860652,-9.60545144,-7.70295181,-5.88651242,-4.15176764,-2.63918296,-1.69641219,-1.07413815,-0.65803344,-0.38330168,-0.20667295,-0.09854814,-0.03922844,-0.01224978,-0.00283278,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06,-2.54e-06
"(0, 50]",main,pandl,collections_costs,0.0,0.0,0.89178309,8.18455384,14.92349798,21.2588862,27.43643135,33.24004632,38.29852901,43.21498595,47.71642727,51.6678393,55.34114789,58.55418187,61.41259312,64.04846401,66.30857656,68.45784925,70.44375706,72.28023088,73.97989813,75.55421466,77.01358234,78.36745404,79.6244274,80.79232865,81.87828769,82.88880524,83.8298131,84.70672826,85.53443382,86.31569127,87.05310712,87.74914162,88.40611696,89.02622501,89.61153463,90.1639986,90.68546011,91.17765892,91.64223715,92.08074478,92.49464481,92.88531812,93.25406814,93.60212512,93.93065029,94.24073971,94.53342793,94.80969145,95.07045197,95.31657946,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292,95.49366292
"(0, 50]",main,pandl,cost_fee_swipe,0.0,0.13763111,0.30796193,0.47365612,0.65344507,0.83980513,1.03579443,1.22915159,1.4279506,1.63041065,1.83487128,2.0397699,2.24365267,2.43723487,2.62014776,2.79254507,2.95545084,3.10912814,3.25399046,3.39050386,3.51909845,3.64018128,3.75413996,3.86137757,3.96226701,4.05717101,4.14584788,4.22860123,4.30576047,4.3776491,4.44452596,4.50663293,4.56419962,4.61744319,4.66656901,4.71177175,4.75323871,4.79114724,4.82566649,4.85695667,4.88516983,4.91045023,4.93293485,4.95275376,4.97003045,4.98488216,4.9974202,5.00775027,5.01597267,5.02218267,5.02647066,5.02892245,5.02994054,5.0305751,5.03099394,5.03127401,5.03145892,5.03157781,5.03165058,5.03169051,5.03170867,5.03171501,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691,5.03171691
"(0, 50]",main,pandl,cost_fee_volume,0.0,0.27659928,0.61242385,0.93547988,1.28577507,1.64792415,2.02845441,2.40281193,2.78778018,3.17952725,3.5747683,3.97066827,4.36438091,4.73739165,5.08944531,5.42099814,5.73418536,6.02951792,6.30783853,6.57006621,6.81704931,7.04958791,7.26844071,7.47438411,7.66813657,7.85039263,8.02063603,8.17947524,8.32755432,8.46550053,8.59381038,8.71294878,8.82335716,8.92545316,9.019632,9.10626841,9.1857223,9.25833458,9.32443021,9.38431713,9.43828756,9.48661879,9.52957412,9.56740356,9.60034448,9.62862225,9.65245082,9.67203334,9.68756264,9.69922179,9.70718456,9.71161592,9.71331758,9.71437819,9.71507825,9.71554637,9.71585544,9.71605415,9.71617579,9.71624252,9.71627288,9.71628347,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665,9.71628665
"(0, 50]",main,pandl,fx_spread_rev_taxes,0.0,0.01118746,0.02347304,0.03455269,0.04651678,0.0586901,0.07141285,0.08370951,0.09637021,0.10918942,0.12204471,0.13488243,0.14760255,0.15948521,0.17061719,0.18104638,0.19087457,0.20011888,0.20881573,0.21699878,0.22469912,0.23194553,0.23876464,0.24518112,0.25121784,0.25689602,0.26218867,0.26712006,0.27171265,0.27598724,0.27995917,0.28364302,0.28705264,0.29020116,0.29310108,0.29576424,0.29820191,0.30042478,0.302443,0.3042662,0.30590355,0.30736374,0.30865502,0.30978522,0.31076179,0.31159179,0.31228192,0.31283856,0.31326774,0.31357521,0.31376641,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651,0.31384651
"(0, 50]",main,pandl,fx_spread_revenues,0.0,-0.24059047,-0.50479666,-0.74306859,-1.00036075,-1.26215262,-1.53576026,-1.80020442,-2.07247762,-2.34815962,-2.62461747,-2.90069737,-3.17424829,-3.4297894,-3.6691868,-3.89347045,-4.1048294,-4.30363176,-4.4906609,-4.6666404,-4.83223914,-4.98807588,-5.1347234,-5.27271226,-5.40253429,-5.52464568,-5.63846606,-5.74451742,-5.84328277,-5.93520938,-6.0206273,-6.09984996,-6.17317504,-6.24088524,-6.30324903,-6.36052137,-6.41294438,-6.46074797,-6.50415047,-6.54335922,-6.57857106,-6.60997293,-6.63774233,-6.66204776,-6.68304923,-6.70089866,-6.71574027,-6.72771097,-6.73694075,-6.74355298,-6.74766479,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735,-6.74938735
"(0, 50]",main,pandl,i_fee_rev_taxes,0.0,0.28327189,0.64534833,1.00399482,1.39357759,1.79908067,2.22612284,2.64931184,3.08427856,3.52780595,3.976384,4.42625563,4.8742947,5.30113438,5.70515491,6.08641167,6.44687556,6.78711945,7.10797367,7.41042869,7.69539822,7.96375187,8.21632334,8.45400192,8.67761,8.88795512,9.084594,9.26815451,9.43934646,9.59887622,9.74731854,9.88520871,10.01305493,10.13133734,10.24050968,10.3410019,10.43322875,10.51758269,10.59443838,10.66415055,10.72705575,10.78347328,10.83370633,10.87804275,10.91675588,10.95010522,10.97833715,11.00168557,11.02037254,11.03460887,11.04459467,11.05051987,11.05322551,11.05491189,11.05602498,11.05676929,11.05726072,11.05757666,11.05777007,11.05787618,11.05792444,11.05794128,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634,11.05794634
"(0, 50]",main,pandl,i_fee_revenues,0.0,-2.51797235,-5.7364296,-8.9243984,-12.38735634,-15.99182822,-19.78775861,-23.54943862,-27.41580944,-31.35827515,-35.34563559,-39.34449452,-43.32706397,-47.12119446,-50.71248807,-54.10143705,-57.30556054,-60.32995064,-63.18198816,-65.87047721,-68.40353976,-70.78890552,-73.03398526,-75.14668377,-77.1343111,-79.00404552,-80.7519467,-82.38359564,-83.90530185,-85.32334421,-86.6428315,-87.8685219,-89.00493268,-90.05633189,-91.02675269,-91.92001689,-92.7398111,-93.48962391,-94.17278557,-94.79244929,-95.35160666,-95.85309585,-96.29961181,-96.69371336,-97.03783007,-97.33426863,-97.58521909,-97.79276062,-97.95886706,-98.08541221,-98.17417482,-98.22684332,-98.25089341,-98.26588347,-98.27577763,-98.28239369,-98.28676193,-98.28957032,-98.29128951,-98.29223269,-98.29266165,-98.29281138,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638,-98.29285638
"(0, 50]",main,pandl,interest_expense,0.0,0.0,0.17117349,0.493345,0.94925512,1.4476334,1.99043699,2.57559281,3.4250683,4.49004069,5.71983272,7.07707274,8.53379189,9.91205296,11.22332686,12.46811834,13.65800045,14.79129977,15.87345787,16.90222517,17.87747679,18.80046014,19.67353747,20.49895766,21.27447498,21.9938431,22.66089108,23.27915335,23.85189472,24.38245197,24.87343608,25.32730851,25.74600613,26.13136319,26.48511669,26.80891153,27.10430541,27.37277339,27.61571229,27.83444482,28.03022349,28.20423431,28.35760036,28.49138505,28.60659532,28.70418461,28.7850557,28.8500634,28.90001705,28.93568298,28.95778674,28.96701531,28.96701531,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532,28.96701532
"(0, 50]",main,pandl,interest_income,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08,-1e-08
